participant,image,modality,PID,length,attributives,adverbs,syllables,chars,consciousness_of_projection,self_reference_words,negations,pseudo_quantifiers,positive_allness,prepositions
ppt-108,img-1593058,spoken,0.5454545454545454,22,2,1,1.3636363636363635,3.9545454545454546,0,0,0,0,0,3
ppt-106,img-1159967,spoken,0.6666666666666666,6,0,0,1.5,5.0,0,0,0,0,0,0
ppt-106,img-1159973,spoken,0.5,11,0,0,1.3636363636363635,4.2727272727272725,0,0,0,0,0,2
ppt-101,img-713920,spoken,0.4,10,0,0,1.4,4.1,0,0,0,0,0,2
ppt-44,img-713742,spoken,0.4,10,0,2,1.9,5.3,0,0,0,0,0,1
ppt-101,img-150303,spoken,0.4,5,1,0,1.8,5.6,0,0,0,0,0,1
ppt-101,img-713075,spoken,0.3333333333333333,9,1,0,1.6666666666666667,4.777777777777778,0,0,0,0,0,1
ppt-10,img-713666,spoken,0.6470588235294118,17,2,1,1.4705882352941178,4.117647058823529,1,0,0,0,0,3
ppt-101,img-713707,spoken,0.42857142857142855,7,0,0,1.5714285714285714,4.571428571428571,0,1,0,0,0,1
ppt-106,img-1159768,spoken,0.5454545454545454,11,1,0,1.6363636363636365,4.818181818181818,0,0,0,0,0,1
ppt-40,img-498039,spoken,0.5,10,1,1,1.4,4.2,0,0,0,0,0,1
ppt-106,img-1592836,spoken,0.3333333333333333,8,1,0,1.75,4.875,0,0,0,0,0,2
ppt-107,img-1159855,spoken,0.3076923076923077,14,0,0,1.2857142857142858,3.857142857142857,0,0,0,0,0,3
ppt-108,img-1592150,spoken,0.4444444444444444,9,1,1,1.4444444444444444,4.666666666666667,0,0,0,0,0,1
ppt-101,img-107930,spoken,0.4,5,1,0,1.4,4.0,0,1,0,0,0,0
ppt-101,img-1159572,spoken,0.5714285714285714,7,0,0,1.4285714285714286,5.142857142857143,0,0,0,0,0,2
ppt-104,img-1593102,spoken,0.3333333333333333,13,0,1,1.6923076923076923,4.923076923076923,0,0,0,0,0,2
ppt-101,img-285948,spoken,0.375,8,0,0,1.25,4.125,0,0,0,0,0,0
ppt-102,img-1160155,spoken,0.5,13,0,1,1.1538461538461537,4.230769230769231,0,0,0,1,0,1
ppt-107,img-1159882,spoken,0.4375,16,0,0,1.25,3.875,0,0,0,0,0,3
ppt-106,img-713760,spoken,0.36363636363636365,11,0,0,1.2727272727272727,3.8181818181818183,0,0,0,0,0,1
ppt-101,img-1592351,spoken,0.4,10,1,1,1.8,5.0,0,0,0,0,0,1
ppt-104,img-498170,spoken,0.46153846153846156,13,0,0,1.4615384615384615,4.3076923076923075,0,0,0,0,0,2
ppt-105,img-713593,spoken,0.4,17,0,0,1.2352941176470589,4.0,0,0,0,0,0,4
ppt-104,img-713689,spoken,0.7142857142857143,7,0,2,1.4285714285714286,4.714285714285714,0,0,0,0,0,0
ppt-34,img-1159592,spoken,0.375,8,0,0,1.625,4.375,0,0,0,0,0,2
ppt-10,img-1159870,spoken,0.5,18,2,1,1.3888888888888888,4.111111111111111,0,0,0,0,0,4
ppt-3,img-1159592,spoken,0.7272727272727273,11,0,3,1.5454545454545454,4.545454545454546,0,0,0,0,0,1
ppt-44,img-1159784,spoken,0.3,10,1,0,1.8,5.0,0,0,0,0,0,2
ppt-108,img-1159956,spoken,0.375,8,1,0,1.625,4.625,0,0,0,0,0,1
ppt-106,img-1593041,spoken,0.5,6,0,1,2.0,6.333333333333333,0,0,0,0,0,1
ppt-10,img-1592921,spoken,0.4090909090909091,23,0,2,1.434782608695652,4.391304347826087,0,0,0,1,0,4
ppt-102,img-1160180,spoken,0.5454545454545454,12,1,1,1.4166666666666667,5.0,0,0,0,0,0,1
ppt-103,img-285684,spoken,0.2222222222222222,9,0,0,1.2222222222222223,4.111111111111111,0,0,0,0,0,1
ppt-3,img-1159784,spoken,0.6,10,0,1,1.7,5.1,0,0,0,0,0,1
ppt-44,img-1159592,spoken,0.42857142857142855,14,0,1,1.5,4.5,0,0,0,0,0,2
ppt-34,img-1159784,spoken,0.4,10,0,0,1.6,4.8,0,0,0,0,0,2
ppt-106,img-285905,spoken,0.4,11,1,0,1.0,3.272727272727273,0,0,0,0,0,2
ppt-102,img-285993,spoken,0.4,10,1,0,1.5,4.5,0,0,0,0,0,2
ppt-10,img-1159482,spoken,0.6086956521739131,23,1,3,1.565217391304348,5.260869565217392,0,0,0,1,0,2
ppt-40,img-1160152,spoken,0.5,18,0,0,1.3888888888888888,4.166666666666667,0,0,0,0,0,2
ppt-10,img-1592289,spoken,0.5384615384615384,27,2,1,1.3703703703703705,4.222222222222222,0,0,0,0,0,3
ppt-107,img-1592251,spoken,0.5333333333333333,16,0,1,1.25,4.0625,0,0,0,0,0,3
ppt-101,img-713936,spoken,0.3333333333333333,9,1,0,1.6666666666666667,4.777777777777778,0,0,0,0,0,2
ppt-101,img-286066,spoken,0.5454545454545454,11,0,0,1.4545454545454546,4.2727272727272725,0,0,0,0,0,2
ppt-108,img-1592378,spoken,0.25,8,0,1,1.25,4.125,0,0,0,0,0,1
ppt-105,img-150432,spoken,0.5,9,0,0,1.3333333333333333,4.333333333333333,0,0,0,0,0,1
ppt-40,img-150463,spoken,0.375,8,0,1,1.375,4.625,0,0,0,0,0,1
ppt-103,img-1592951,spoken,0.5,8,0,1,2.0,7.25,0,0,0,0,0,2
ppt-108,img-1592350,spoken,0.3,10,0,0,1.3,4.0,0,0,0,0,0,1
ppt-101,img-1592025,spoken,0.5,8,2,0,1.375,5.0,0,0,0,0,0,0
ppt-103,img-1159784,spoken,0.3333333333333333,7,1,0,1.7142857142857142,5.285714285714286,0,0,0,0,0,2
ppt-108,img-713790,spoken,0.375,8,0,0,1.625,5.5,0,0,0,0,0,1
ppt-104,img-1159777,spoken,0.2857142857142857,8,0,0,1.75,5.0,0,0,0,0,0,2
ppt-101,img-1159353,spoken,0.5,8,0,1,1.375,4.0,0,0,0,0,0,1
ppt-40,img-497926,spoken,0.3333333333333333,7,1,0,1.7142857142857142,5.0,0,0,0,0,0,1
ppt-105,img-713371,spoken,0.3333333333333333,6,0,0,1.8333333333333333,7.166666666666667,0,1,0,0,0,1
ppt-106,img-1592568,spoken,0.5384615384615384,14,0,2,1.2857142857142858,3.7142857142857144,0,0,0,0,0,2
ppt-105,img-1592094,spoken,0.3333333333333333,10,0,0,1.4,4.0,0,0,0,0,0,1
ppt-105,img-498339,spoken,0.5,14,1,1,1.2857142857142858,3.857142857142857,0,0,0,0,0,3
ppt-34,img-713392,spoken,0.5,17,1,1,1.411764705882353,3.9411764705882355,0,0,0,0,0,2
ppt-40,img-285610,spoken,0.45454545454545453,12,0,0,1.25,3.8333333333333335,0,0,0,0,0,2
ppt-106,img-713633,spoken,0.4444444444444444,9,0,0,1.5555555555555556,4.444444444444445,0,0,0,0,0,2
ppt-101,img-713330,spoken,0.6,5,0,1,1.8,5.2,0,0,0,0,0,1
ppt-103,img-1159762,spoken,0.3333333333333333,7,1,0,2.0,5.857142857142857,0,0,0,0,0,1
ppt-103,img-713742,spoken,0.3333333333333333,6,0,1,1.8333333333333333,4.833333333333333,0,0,0,0,0,1
ppt-108,img-1592201,spoken,0.4166666666666667,12,0,2,1.5833333333333333,5.083333333333333,0,0,0,0,0,2
ppt-108,img-498058,spoken,0.4444444444444444,9,1,0,1.6666666666666667,5.111111111111111,0,0,0,0,0,1
ppt-102,img-1160204,spoken,0.4444444444444444,9,2,0,1.5555555555555556,4.444444444444445,0,0,0,0,0,1
ppt-107,img-1592499,spoken,0.2857142857142857,7,0,2,1.0,4.0,0,0,0,0,0,0
ppt-34,img-1159762,spoken,0.5,20,2,5,1.4,4.0,0,0,1,0,0,3
ppt-3,img-1159762,spoken,0.5714285714285714,7,0,1,1.8571428571428572,6.142857142857143,0,0,0,0,0,0
ppt-102,img-285949,spoken,0.2222222222222222,11,0,0,1.2727272727272727,3.909090909090909,0,0,0,0,0,3
ppt-104,img-1159829,spoken,0.35294117647058826,17,1,1,1.588235294117647,4.9411764705882355,0,0,0,0,0,1
ppt-40,img-713718,spoken,0.4444444444444444,9,2,0,2.0,6.333333333333333,0,0,0,0,0,2
ppt-10,img-1159470,spoken,0.46153846153846156,13,0,1,1.4615384615384615,5.0,0,0,0,0,0,2
ppt-107,img-1159325,spoken,0.5714285714285714,14,2,2,1.6428571428571428,5.285714285714286,0,0,0,2,0,1
ppt-34,img-713796,spoken,0.3333333333333333,12,0,1,1.5,4.75,0,0,0,0,0,1
ppt-106,img-498280,spoken,0.36363636363636365,12,0,1,1.6666666666666667,5.0,0,0,0,0,0,3
ppt-44,img-1159762,spoken,0.3333333333333333,6,1,0,1.5,4.5,0,0,0,0,0,1
ppt-44,img-498261,spoken,0.5294117647058824,17,1,1,1.3529411764705883,4.352941176470588,0,0,0,0,0,3
ppt-108,img-1593241,spoken,0.35294117647058826,18,0,2,1.3333333333333333,4.0,0,0,0,0,0,3
ppt-40,img-1592314,spoken,0.5882352941176471,17,0,0,1.2941176470588236,3.8823529411764706,0,0,0,0,0,3
ppt-104,img-713679,spoken,0.375,9,1,1,1.6666666666666667,5.333333333333333,0,0,0,0,0,0
ppt-105,img-1592137,spoken,0.5714285714285714,7,0,1,1.7142857142857142,5.0,0,0,0,1,0,1
ppt-102,img-150458,spoken,0.4166666666666667,12,0,0,1.3333333333333333,4.25,0,0,0,0,0,3
ppt-102,img-1159724,spoken,0.2857142857142857,7,0,0,1.1428571428571428,4.285714285714286,0,0,0,0,0,1
ppt-40,img-285994,spoken,0.4,5,0,0,1.2,4.2,0,0,0,0,0,1
ppt-104,img-150296,spoken,0.5555555555555556,18,0,3,1.2222222222222223,3.8333333333333335,0,0,0,0,0,3
ppt-44,img-1592619,spoken,0.5,10,1,1,1.7,5.2,0,0,0,0,0,0
ppt-34,img-1593063,spoken,0.5,14,0,0,1.5714285714285714,5.0,0,1,0,0,0,5
ppt-3,img-1593063,spoken,0.6666666666666666,6,0,1,1.8333333333333333,5.666666666666667,0,0,0,0,0,0
ppt-108,img-498304,spoken,0.4,10,1,1,1.4,3.7,0,0,0,0,0,2
ppt-105,img-1592874,spoken,0.6666666666666666,7,0,0,1.2857142857142858,3.5714285714285716,0,0,0,0,0,1
ppt-104,img-713684,spoken,0.25,8,0,0,1.75,5.625,0,0,0,0,0,0
ppt-101,img-1593056,spoken,0.4,5,0,0,1.6,5.2,0,0,0,0,0,1
ppt-3,img-713211,spoken,0.5384615384615384,13,0,1,1.5384615384615385,5.0,0,0,0,0,0,3
ppt-40,img-285766,spoken,0.3333333333333333,6,0,0,2.5,7.833333333333333,0,0,0,0,0,1
ppt-106,img-713786,spoken,0.4444444444444444,10,0,0,1.4,4.4,0,0,0,0,0,2
ppt-104,img-713653,spoken,0.3333333333333333,15,0,2,1.8,5.733333333333333,0,0,0,0,0,2
ppt-105,img-1160140,spoken,0.5,10,0,0,1.4,4.3,0,0,0,0,0,2
ppt-101,img-285992,spoken,0.4444444444444444,9,2,0,1.4444444444444444,4.666666666666667,0,0,0,0,0,2
ppt-34,img-286034,spoken,0.5,8,0,2,1.875,6.125,1,0,0,0,0,0
ppt-44,img-1593063,spoken,0.7142857142857143,8,1,0,1.875,5.75,0,0,0,0,0,1
ppt-10,img-1591994,spoken,0.45454545454545453,22,2,1,1.2727272727272727,4.045454545454546,0,0,0,0,0,3
ppt-34,img-1592619,spoken,0.38095238095238093,21,0,3,1.380952380952381,3.9523809523809526,0,0,0,0,0,3
ppt-3,img-1592619,spoken,0.4444444444444444,10,0,1,1.4,4.3,0,0,0,0,0,1
ppt-105,img-713788,spoken,0.47058823529411764,18,1,3,1.5,4.722222222222222,1,0,0,1,0,2
ppt-34,img-713780,spoken,0.3076923076923077,15,0,1,1.3333333333333333,3.933333333333333,0,0,0,0,0,2
ppt-34,img-150384,spoken,0.5384615384615384,13,2,0,1.4615384615384615,4.384615384615385,0,0,0,0,0,2
ppt-106,img-1592807,spoken,0.5,6,1,1,2.0,5.333333333333333,0,0,0,0,0,1
ppt-34,img-498079,spoken,0.3333333333333333,13,0,0,1.2307692307692308,3.5384615384615383,0,0,0,0,0,3
ppt-34,img-498092,spoken,0.625,8,0,0,1.375,3.875,0,0,0,0,0,1
ppt-10,img-150290,spoken,0.6428571428571429,14,0,0,1.5,4.714285714285714,0,0,0,0,0,2
ppt-101,img-1592189,spoken,0.2857142857142857,7,0,1,1.5714285714285714,6.428571428571429,0,0,0,0,0,1
ppt-103,img-713620,spoken,0.375,8,0,0,1.875,6.125,0,0,0,0,0,1
ppt-10,img-498151,spoken,0.5,16,2,0,1.8125,5.3125,0,0,0,0,0,2
ppt-102,img-713512,spoken,0.6,12,0,2,1.25,3.5,0,0,0,1,0,2
ppt-103,img-1592619,spoken,0.4,15,1,2,1.3333333333333333,4.133333333333334,0,0,0,0,0,2
ppt-40,img-1592921,spoken,0.42857142857142855,15,1,1,1.4666666666666666,4.066666666666666,0,0,0,0,0,1
ppt-102,img-1591975,spoken,0.3684210526315789,20,0,0,1.45,4.55,0,0,0,0,0,3
ppt-102,img-713328,spoken,0.3333333333333333,3,1,0,2.0,6.0,0,0,0,0,0,0
ppt-40,img-1159870,spoken,0.5714285714285714,14,0,0,1.4285714285714286,4.071428571428571,0,0,0,0,0,2
ppt-10,img-150496,spoken,0.6111111111111112,18,0,1,1.3888888888888888,4.277777777777778,0,0,0,0,0,3
ppt-102,img-1591961,spoken,0.42857142857142855,8,1,0,1.625,4.875,0,0,0,0,0,1
ppt-104,img-713519,spoken,0.375,17,0,2,1.2941176470588236,4.0,0,0,0,0,0,2
ppt-40,img-1592289,spoken,0.5,8,0,2,2.0,5.875,0,0,0,0,0,0
ppt-10,img-1160152,spoken,0.5357142857142857,28,1,0,1.5714285714285714,4.392857142857143,0,0,0,0,0,4
ppt-44,img-285684,spoken,0.3333333333333333,18,0,0,1.0555555555555556,3.611111111111111,0,0,0,0,0,0
ppt-103,img-1593063,spoken,0.625,10,2,0,1.4,3.9,0,0,0,0,0,0
ppt-104,img-1593084,spoken,0,1,0,0,3.0,11.0,0,0,0,0,0,0
ppt-3,img-713403,spoken,0.6875,16,0,1,1.6875,4.9375,0,0,0,0,0,2
ppt-107,img-1159904,spoken,0.5,12,0,1,1.5833333333333333,5.583333333333333,0,0,0,0,0,1
ppt-40,img-1159482,spoken,0.6666666666666666,15,0,2,1.2,4.2,0,0,0,1,0,2
ppt-40,img-1159497,spoken,0.6818181818181818,22,2,1,1.4545454545454546,4.136363636363637,0,0,0,0,0,1
ppt-105,img-497974,spoken,0.8,5,0,0,1.6,5.6,0,0,0,0,0,0
ppt-103,img-1592397,spoken,0.42857142857142855,7,1,1,1.8571428571428572,6.0,0,0,0,0,0,0
ppt-108,img-713211,spoken,0.5,14,1,0,1.7857142857142858,5.714285714285714,0,0,0,0,0,3
ppt-3,img-498304,spoken,0.6428571428571429,14,1,1,1.2857142857142858,3.857142857142857,0,0,0,0,0,2
ppt-102,img-1159874,spoken,0.3333333333333333,6,1,0,1.5,4.333333333333333,0,0,0,0,0,1
ppt-102,img-1159860,spoken,0.5454545454545454,11,2,1,1.6363636363636365,4.909090909090909,0,0,0,0,0,2
ppt-34,img-1593102,spoken,0.4444444444444444,19,0,0,1.368421052631579,4.2105263157894735,0,0,0,0,0,5
ppt-3,img-1593102,spoken,0.45454545454545453,12,0,0,1.3333333333333333,4.083333333333333,0,0,0,0,0,2
ppt-40,img-713653,spoken,0.3333333333333333,10,0,0,1.6,4.1,0,0,0,0,0,2
ppt-10,img-498024,spoken,0.6,15,3,1,1.4666666666666666,4.866666666666666,0,0,0,0,0,2
ppt-105,img-1592530,spoken,0.45454545454545453,12,1,0,1.1666666666666667,3.9166666666666665,0,0,0,0,0,2
ppt-101,img-713858,spoken,0.375,10,0,0,1.5,4.3,0,0,0,0,0,2
ppt-107,img-1593035,spoken,0.4166666666666667,13,0,2,1.4615384615384615,4.769230769230769,0,0,0,1,0,2
ppt-103,img-1592817,spoken,0.375,8,0,0,1.25,4.25,0,0,0,0,0,1
ppt-103,img-1159991,spoken,0.5,8,2,0,1.625,5.0,0,0,0,0,0,1
ppt-101,img-1160062,spoken,0.5714285714285714,7,0,0,1.5714285714285714,4.857142857142857,0,0,0,0,0,1
ppt-40,img-713684,spoken,0.36363636363636365,12,0,0,1.3333333333333333,4.083333333333333,0,0,0,0,0,2
ppt-107,img-1591805,spoken,0.4166666666666667,12,1,0,1.3333333333333333,4.0,0,0,0,0,0,3
ppt-101,img-1592017,spoken,0.2,5,0,0,1.4,5.0,0,0,0,0,0,0
ppt-40,img-1159541,spoken,0.16666666666666666,6,0,0,1.6666666666666667,5.666666666666667,0,0,0,0,0,1
ppt-107,img-1160049,spoken,0.5714285714285714,7,0,1,1.4285714285714286,4.857142857142857,0,0,0,1,0,1
ppt-108,img-1592129,spoken,0.4375,16,1,2,1.625,5.125,0,0,0,0,0,2
ppt-102,img-150374,spoken,0.2857142857142857,7,2,0,2.0,5.571428571428571,0,0,0,0,0,0
ppt-102,img-1592401,spoken,0.46153846153846156,13,0,1,1.3846153846153846,4.384615384615385,0,0,0,0,0,2
ppt-102,img-1592367,spoken,0.5,10,1,0,1.5,4.6,0,0,0,1,0,1
ppt-101,img-713024,spoken,0.4,5,1,0,1.8,5.8,0,0,0,0,0,1
ppt-34,img-150496,spoken,0.4,10,0,1,1.4,4.3,0,0,0,0,0,2
ppt-3,img-150463,spoken,0.375,16,0,1,1.4375,4.4375,0,0,0,0,0,1
ppt-103,img-1159648,spoken,0.25,4,0,0,2.5,6.75,0,0,0,0,0,1
ppt-106,img-107906,spoken,0.6923076923076923,13,0,0,1.6153846153846154,5.615384615384615,0,0,0,0,0,1
ppt-101,img-1592857,spoken,0.45454545454545453,12,2,0,1.5,4.25,0,0,0,0,0,1
ppt-103,img-713640,spoken,0.7142857142857143,7,1,0,2.142857142857143,6.285714285714286,0,0,0,0,0,1
ppt-108,img-1592303,spoken,0.5,10,1,0,1.5,4.5,0,0,0,0,0,2
ppt-44,img-286058,spoken,0.4,10,0,0,1.1,3.6,0,0,0,0,0,1
ppt-107,img-713749,spoken,0.5454545454545454,11,0,0,1.2727272727272727,3.909090909090909,0,0,0,0,0,1
ppt-34,img-498151,spoken,0.5,8,0,0,1.875,5.125,0,0,0,0,0,1
ppt-44,img-150277,spoken,0.3333333333333333,9,0,0,1.4444444444444444,5.111111111111111,0,1,0,0,0,2
ppt-34,img-150290,spoken,0.45454545454545453,12,0,0,1.5,4.5,0,0,0,0,0,1
ppt-44,img-1592241,spoken,0.38461538461538464,14,1,1,1.2857142857142858,4.357142857142857,0,0,0,0,0,1
ppt-10,img-498092,spoken,0.6521739130434783,23,0,1,1.2608695652173914,3.9130434782608696,0,0,0,1,0,3
ppt-40,img-713829,spoken,0.375,17,1,1,1.1764705882352942,4.235294117647059,0,0,0,0,0,3
ppt-103,img-498032,spoken,0.375,8,0,0,1.5,4.875,0,0,0,0,0,1
ppt-3,img-1159648,spoken,0.3333333333333333,6,0,1,1.5,4.666666666666667,0,0,0,0,0,1
ppt-10,img-713780,spoken,0.42857142857142855,15,0,0,1.2,4.0,0,0,0,0,0,2
ppt-108,img-1159497,spoken,0.5833333333333334,12,1,1,1.5,4.416666666666667,0,0,0,0,0,2
ppt-34,img-1159648,spoken,0.5,17,1,3,1.3529411764705883,4.294117647058823,1,0,0,0,0,2
ppt-10,img-498079,spoken,0.42105263157894735,20,1,0,1.5,4.25,0,0,0,0,0,4
ppt-10,img-150384,spoken,0.5,16,0,2,1.625,4.9375,0,0,0,0,0,1
ppt-105,img-150273,spoken,0.5,10,0,0,1.4,5.4,0,0,0,0,0,2
ppt-10,img-286034,spoken,0.42857142857142855,21,2,1,1.619047619047619,5.285714285714286,0,0,0,0,0,3
ppt-107,img-1592362,spoken,0.36363636363636365,13,0,0,1.4615384615384615,4.6923076923076925,0,0,0,0,0,4
ppt-40,img-285896,spoken,0.4444444444444444,9,0,1,1.6666666666666667,5.111111111111111,0,0,0,0,0,1
ppt-104,img-713790,spoken,0.3333333333333333,7,0,1,1.5714285714285714,4.857142857142857,0,0,0,0,0,0
ppt-34,img-1592241,spoken,0.38461538461538464,14,1,1,1.5,4.285714285714286,0,0,0,0,0,4
ppt-106,img-61513,spoken,0.5333333333333333,16,1,0,1.1875,3.875,0,0,0,0,0,2
ppt-3,img-1592241,spoken,0.5294117647058824,18,1,0,1.3888888888888888,4.222222222222222,0,0,0,1,0,2
ppt-101,img-285851,spoken,0.6666666666666666,3,1,0,1.3333333333333333,4.333333333333333,0,0,0,0,0,0
ppt-104,img-1592305,spoken,0.2222222222222222,9,1,0,1.6666666666666667,4.555555555555555,0,0,0,0,0,1
ppt-44,img-1159648,spoken,0.5,8,1,0,1.5,4.625,0,0,0,0,0,2
ppt-105,img-1159819,spoken,0.3333333333333333,6,0,0,1.1666666666666667,3.5,0,0,0,0,0,1
ppt-44,img-498405,spoken,0.4,11,0,2,1.2727272727272727,4.090909090909091,0,0,0,0,0,0
ppt-101,img-498326,spoken,0.5,4,2,0,1.5,5.25,0,0,0,0,0,0
ppt-105,img-498398,spoken,0.4444444444444444,9,0,0,1.2222222222222223,4.0,0,0,0,0,0,2
ppt-44,img-1159675,spoken,0.3333333333333333,9,0,0,1.1111111111111112,3.6666666666666665,0,0,0,0,0,1
ppt-108,img-1159870,spoken,0.5,12,2,1,1.4166666666666667,3.8333333333333335,0,0,0,0,0,2
ppt-101,img-1159318,spoken,0.375,10,0,0,1.4,4.0,0,0,0,0,0,2
ppt-10,img-1159956,spoken,0.47058823529411764,17,1,1,1.588235294117647,4.352941176470588,0,0,0,0,0,2
ppt-102,img-1592038,spoken,0.3,10,1,1,1.5,4.4,0,0,0,0,0,1
ppt-108,img-1592921,spoken,0.38461538461538464,13,0,1,1.3076923076923077,4.153846153846154,0,0,0,0,0,3
ppt-106,img-713888,spoken,0.5,14,0,1,1.1428571428571428,3.5714285714285716,0,0,0,0,0,3
ppt-106,img-1592286,spoken,0.5,13,0,0,1.3846153846153846,4.153846153846154,0,0,0,0,0,2
ppt-103,img-1592693,spoken,0.6,11,1,0,2.090909090909091,5.363636363636363,0,0,0,0,0,2
ppt-34,img-1159675,spoken,0.4375,17,1,2,1.411764705882353,4.764705882352941,1,0,0,0,0,1
ppt-108,img-150463,spoken,0.3333333333333333,9,0,0,1.1111111111111112,3.6666666666666665,0,0,0,0,0,2
ppt-102,img-285686,spoken,0.3333333333333333,10,0,0,1.4,3.8,0,0,0,0,0,2
ppt-3,img-1159675,spoken,0.47058823529411764,17,3,0,1.2941176470588236,4.0588235294117645,0,0,0,0,0,2
ppt-106,img-1592047,spoken,0.5,10,1,1,1.4,4.9,0,0,0,0,0,1
ppt-108,img-1159482,spoken,0.38461538461538464,13,0,1,1.3076923076923077,4.076923076923077,0,0,0,0,0,2
ppt-108,img-1592289,spoken,0.6,10,0,1,1.6,4.8,0,0,0,0,0,2
ppt-10,img-1592378,spoken,0.625,24,2,3,1.5,4.666666666666667,0,0,0,0,0,4
ppt-44,img-713666,spoken,0.6,5,1,0,1.2,3.2,0,0,0,0,0,1
ppt-107,img-1591859,spoken,0.4444444444444444,9,2,0,1.5555555555555556,4.888888888888889,0,0,0,0,0,1
ppt-10,img-1592350,spoken,0.5483870967741935,32,2,2,1.65625,4.875,0,0,0,1,0,4
ppt-10,img-713742,spoken,0.47619047619047616,22,2,2,1.4545454545454546,3.909090909090909,0,0,0,1,0,3
ppt-105,img-150474,spoken,0.38461538461538464,13,1,0,1.4615384615384615,4.538461538461538,0,0,0,0,0,2
ppt-3,img-1592693,spoken,0.4166666666666667,13,1,0,1.3846153846153846,4.384615384615385,0,0,0,0,0,2
ppt-34,img-1592693,spoken,0.5454545454545454,13,1,1,1.2307692307692308,3.6923076923076925,0,0,0,0,0,1
ppt-103,img-1159675,spoken,0.2,5,1,0,1.6,5.4,0,0,0,0,0,1
ppt-10,img-1592581,spoken,0.4782608695652174,23,2,1,1.565217391304348,4.956521739130435,0,0,0,0,0,3
ppt-106,img-1592133,spoken,0.45454545454545453,11,2,0,1.4545454545454546,4.454545454545454,0,0,0,0,0,2
ppt-101,img-1160189,spoken,0.2727272727272727,11,0,0,1.6363636363636365,4.7272727272727275,0,0,0,0,0,3
ppt-40,img-713790,spoken,0.375,9,0,0,1.7777777777777777,5.888888888888889,0,0,0,0,0,1
ppt-104,img-285896,spoken,0.46153846153846156,13,0,2,1.5384615384615385,4.615384615384615,0,0,0,0,0,2
ppt-10,img-1593112,spoken,0.4074074074074074,29,1,3,1.3103448275862069,3.9310344827586206,0,0,0,1,0,5
ppt-107,img-1159434,spoken,0.45454545454545453,12,0,1,1.4166666666666667,4.75,0,0,0,0,0,1
ppt-34,img-498024,spoken,0.42857142857142855,7,2,0,1.2857142857142858,4.285714285714286,0,0,0,0,0,1
ppt-105,img-285959,spoken,0.4444444444444444,9,1,0,1.8888888888888888,6.111111111111111,0,0,0,0,0,1
ppt-102,img-713003,spoken,0.6666666666666666,12,0,0,1.4166666666666667,4.5,0,0,0,0,0,3
ppt-102,img-713017,spoken,0.42857142857142855,7,0,0,1.5714285714285714,4.714285714285714,0,0,0,0,0,1
ppt-44,img-1592693,spoken,0.625,9,0,1,1.3333333333333333,4.777777777777778,0,0,0,0,0,1
ppt-105,img-1592168,spoken,0.3,10,0,1,1.3,3.7,0,0,0,0,0,1
ppt-104,img-713829,spoken,0.35714285714285715,14,2,0,1.9285714285714286,5.928571428571429,0,0,0,0,0,2
ppt-44,img-713274,spoken,0.3333333333333333,13,0,1,1.4615384615384615,4.6923076923076925,0,0,0,0,0,3
ppt-105,img-1159749,spoken,0.6923076923076923,13,0,0,1.3846153846153846,3.769230769230769,0,0,0,0,0,3
ppt-107,img-285859,spoken,0.6,10,0,2,1.6,5.2,0,0,0,0,0,0
ppt-101,img-285932,spoken,0.125,9,0,0,1.4444444444444444,4.555555555555555,0,0,0,0,0,2
ppt-103,img-61537,spoken,0.2222222222222222,9,0,0,1.5555555555555556,5.111111111111111,0,0,0,0,0,2
ppt-101,img-1159508,spoken,0.36363636363636365,11,1,1,1.8181818181818181,4.909090909090909,0,0,0,0,0,1
ppt-107,img-1159813,spoken,0.5,8,0,1,1.5,4.75,0,0,0,1,0,1
ppt-3,img-1159515,spoken,0.42857142857142855,15,0,2,1.2,3.6666666666666665,0,0,0,0,0,1
ppt-34,img-1159515,spoken,0.38461538461538464,14,0,4,1.1428571428571428,3.642857142857143,0,0,0,0,0,0
ppt-10,img-1592971,spoken,0.42105263157894735,19,0,1,1.5789473684210527,4.894736842105263,0,0,0,0,0,2
ppt-104,img-285670,spoken,0.375,8,2,0,1.625,4.75,0,0,0,0,0,1
ppt-34,img-498032,spoken,0.42857142857142855,17,1,1,1.3529411764705883,4.294117647058823,0,0,0,0,0,2
ppt-10,img-713620,spoken,0.5,14,1,0,1.6428571428571428,5.142857142857143,0,0,0,0,0,3
ppt-103,img-150290,spoken,0.5,4,0,0,2.0,5.75,0,0,0,0,0,1
ppt-101,img-713769,spoken,0.4444444444444444,9,0,0,1.4444444444444444,4.333333333333333,0,0,0,0,0,1
ppt-103,img-498151,spoken,0.4444444444444444,9,2,0,2.0,5.555555555555555,0,0,0,0,0,1
ppt-10,img-61537,spoken,0.5454545454545454,12,0,1,1.4166666666666667,4.75,0,0,0,0,0,1
ppt-1000,img-498024,written,0.5454545454545454,11,1,0,1.4545454545454546,4.909090909090909,1,0,0,0,0,2
ppt-1000,img-498025,written,0.4444444444444444,9,0,0,1.4444444444444444,4.666666666666667,0,0,0,0,0,0
ppt-1000,img-498032,written,0.5,15,3,0,1.4666666666666666,4.733333333333333,0,0,0,0,0,2
ppt-1000,img-498039,written,0.5,10,0,1,1.1,3.5,0,0,0,0,0,1
